날짜,순위,제목,가수
2024-12-03,16,DRIP,BABYMONSTER
2024-12-03,17,첫 눈,EXO
2024-12-03,18,Welcome to the Show,DAY6 (데이식스)
2024-12-03,19,내게 사랑이 뭐냐고 물어본다면,로이킴
2024-12-03,20,한 페이지가 될 수 있게,DAY6 (데이식스)
2024-12-03,21,How Sweet,NewJeans
2024-12-03,22,Supernatural,NewJeans
2024-12-03,23,소나기,이클립스 (ECLIPSE)
2024-12-03,24,고민중독,QWER
2024-12-03,25,녹아내려요,DAY6 (데이식스)
2024-12-03,26,Armageddon,aespa
2024-12-03,27,All I Want for Christmas Is You,Mariah Carey(머라이어 캐리)
2024-12-03,28,Cherish (My Love),아일릿(ILLIT)
2024-12-03,29,Ditto,NewJeans
2024-12-03,30,예뻤어,DAY6 (데이식스)
2024-12-03,31,나는 아픈 건 딱 질색이니까,(여자)아이들
2024-12-03,32,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU(악뮤)
2024-12-03,33,청춘만화,이무진
2024-12-03,34,Supersonic,프로미스나인
2024-12-03,35,첫 만남은 계획대로 되지 않아,TWS (투어스)
2024-12-03,36,Santa Tell Me,Ariana Grande(아리아나 그란데)
2024-12-03,37,네모네모,YENA (최예나)
2024-12-03,38,천상연,이창섭
2024-12-03,39,에피소드,이무진
2024-12-03,40,Love wins all,아이유(IU)
2024-12-03,41,Small girl (feat. 도경수(D.O.)),이영지
2024-12-03,42,사랑을 억지로 할 수 없잖아,황치열
2024-12-03,43,Magnetic,아일릿(ILLIT)
2024-12-03,44,슬픈 초대장,순순희 (지환)
2024-12-03,45,밤양갱,비비(BIBI)
2024-12-03,46,Bubble Gum,NewJeans
2024-12-03,47,Hype Boy,NewJeans
2024-12-03,48,Gravity,FIFTY FIFTY
2024-12-03,49,Snowman,Sia(시아)
2024-12-03,50,I AM,IVE (아이브)
2024-12-03,51,Sticky,KISS OF LIFE
2024-12-03,52,너의 모든 순간,성시경
2024-12-03,53,Congratulations,DAY6 (데이식스)
2024-12-03,54,해야 (HEYA),IVE (아이브)
2024-12-03,55,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션(Nerd Connection)
2024-12-03,56,그걸 사랑이라고 말하지마,다비치
2024-12-03,57,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴(Paul Kim)
2024-12-03,58,Love me or Leave me,DAY6 (데이식스)
2024-12-03,59,MEOW,MEOVV (미야오)
2024-12-03,60,클락션 (Klaxon),(여자)아이들
2024-12-03,61,그녀가 웃잖아,LUCY
2024-12-03,62,주저하는 연인들을 위해,잔나비
2024-12-03,63,비의 랩소디,임재현
2024-12-03,64,To. X,태연 (TAEYEON)
2024-12-03,65,Attention,NewJeans
2024-12-03,66,SOS,FIFTY FIFTY
2024-12-03,67,ETA,NewJeans
2024-12-03,68,숲,최유리
2024-12-03,69,헤어지자 말해요,박재정
2024-12-03,70,SPOT! (feat. JENNIE),지코 (ZICO)
2024-12-03,71,Drama,aespa
2024-12-03,72,사건의 지평선,윤하(Younha/ユンナ)
2024-12-03,73,청혼하지 않을 이유를 못 찾았어,이무진
2024-12-03,74,그녀가 웃었다,DAY6 (데이식스)
2024-12-03,75,Die With A Smile,Lady GaGa(레이디 가가)
2024-12-03,76,Super Shy,NewJeans
2024-12-03,77,내가 S면 넌 나의 N이 되어줘,TWS (투어스)
2024-12-03,78,Live My Life,aespa
2024-12-03,79,인사,범진
2024-12-03,80,Cruel Summer,Taylor Swift(테일러 스위프트)
2024-12-03,81,Girls Never Die,tripleS (트리플에스)
2024-12-03,82,아직 거기 살아,DAY6 (데이식스)
2024-12-03,83,나였으면,HYNN(박혜원)
2024-12-03,84,Boom Boom Bass,RIIZE
2024-12-03,85,사랑인가 봐,멜로망스(MeloMance)
2024-12-03,86,Spicy,aespa
2024-12-03,87,Blur,태연 (TAEYEON)
2024-12-03,88,LOVE DIVE,IVE (아이브)
2024-12-03,89,오래된 노래,허각
2024-12-03,90,"LOVE, MONEY, FAME (feat. DJ Khaled)",세븐틴(SEVENTEEN)
2024-12-03,91,별별별 (See that?),NMIXX
2024-12-03,92,Disaster,태연 (TAEYEON)
2024-12-03,93,Steal The Show (From “엘리멘탈”),Lauv(라우브)
2024-12-03,94,미안해 미워해 사랑해,Crush
2024-12-03,95,Dangerously,Charlie Puth(찰리 푸스)
2024-12-03,96,사랑은 늘 도망가,임영웅
2024-12-03,97,After LIKE,IVE (아이브)
2024-12-03,98,Blue Eyes,태연 (TAEYEON)
2024-12-03,99,"무제(無題) (Untitled, 2014)",G-DRAGON
2024-12-03,100,Winter Ahead (with 박효신),V
2024-12-04,1,"HOME SWEET HOME (feat. 태양, 대성)",G-DRAGON
2024-12-04,2,Whiplash,aespa
2024-12-04,3,APT.,로제(ROSÉ)
2024-12-04,4,너와의 모든 지금,재쓰비 (JAESSBEE)
2024-12-04,5,POWER,G-DRAGON
2024-12-04,6,number one girl,로제(ROSÉ)
2024-12-04,7,Mantra,제니 (JENNIE)
2024-12-04,8,Drowning,WOODZ
2024-12-04,9,UP (KARINA Solo),aespa
2024-12-04,10,Letter To Myself,태연 (TAEYEON)
2024-12-04,11,나는 반딧불,황가람
2024-12-04,12,HAPPY,DAY6 (데이식스)
2024-12-04,13,Igloo,KISS OF LIFE
2024-12-04,14,Supernova,aespa
2024-12-04,15,내 이름 맑음,QWER
2024-12-04,16,DRIP,BABYMONSTER
2024-12-04,17,Welcome to the Show,DAY6 (데이식스)
2024-12-04,18,첫 눈,EXO
2024-12-04,19,내게 사랑이 뭐냐고 물어본다면,로이킴
2024-12-04,20,한 페이지가 될 수 있게,DAY6 (데이식스)
2024-12-04,21,Supernatural,NewJeans
2024-12-04,22,고민중독,QWER
2024-12-04,23,All I Want for Christmas Is You,Mariah Carey(머라이어 캐리)
2024-12-04,24,How Sweet,NewJeans
2024-12-04,25,소나기,이클립스 (ECLIPSE)
2024-12-04,26,Armageddon,aespa
2024-12-04,27,녹아내려요,DAY6 (데이식스)
2024-12-04,28,Santa Tell Me,Ariana Grande(아리아나 그란데)
2024-12-04,29,Cherish (My Love),아일릿(ILLIT)
2024-12-04,30,청춘만화,이무진
2024-12-04,31,Ditto,NewJeans
2024-12-04,32,나는 아픈 건 딱 질색이니까,(여자)아이들
2024-12-04,33,예뻤어,DAY6 (데이식스)
2024-12-04,34,Love wins all,아이유(IU)
2024-12-04,35,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU(악뮤)
2024-12-04,36,Supersonic,프로미스나인
2024-12-04,37,첫 만남은 계획대로 되지 않아,TWS (투어스)
2024-12-04,38,네모네모,YENA (최예나)
2024-12-04,39,Small girl (feat. 도경수(D.O.)),이영지
2024-12-04,40,천상연,이창섭
2024-12-04,41,에피소드,이무진
2024-12-04,42,슬픈 초대장,순순희 (지환)
2024-12-04,43,Bubble Gum,NewJeans
2024-12-04,44,Snowman,Sia(시아)
2024-12-04,45,Congratulations,DAY6 (데이식스)
2024-12-04,46,사랑을 억지로 할 수 없잖아,황치열
2024-12-04,47,Hype Boy,NewJeans
2024-12-04,48,Sticky,KISS OF LIFE
2024-12-04,49,Magnetic,아일릿(ILLIT)
2024-12-04,50,밤양갱,비비(BIBI)
2024-12-04,51,MEOW,MEOVV (미야오)
2024-12-04,52,너의 모든 순간,성시경
2024-12-04,53,Love me or Leave me,DAY6 (데이식스)
2024-12-04,54,그걸 사랑이라고 말하지마,다비치
2024-12-04,55,Gravity,FIFTY FIFTY
2024-12-04,56,해야 (HEYA),IVE (아이브)
2024-12-04,57,I AM,IVE (아이브)
2024-12-04,58,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션(Nerd Connection)
2024-12-04,59,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴(Paul Kim)
2024-12-04,60,비의 랩소디,임재현
2024-12-04,61,Attention,NewJeans
2024-12-04,62,주저하는 연인들을 위해,잔나비
2024-12-04,63,클락션 (Klaxon),(여자)아이들
2024-12-04,64,To. X,태연 (TAEYEON)
2024-12-04,65,SPOT! (feat. JENNIE),지코 (ZICO)
2024-12-04,66,ETA,NewJeans
2024-12-04,67,인사,범진
2024-12-04,68,숲,최유리
2024-12-04,69,Drama,aespa
2024-12-04,70,헤어지자 말해요,박재정
2024-12-04,71,Girls Never Die,tripleS (트리플에스)
2024-12-04,72,사건의 지평선,윤하(Younha/ユンナ)
2024-12-04,73,Cruel Summer,Taylor Swift(테일러 스위프트)
2024-12-04,74,그녀가 웃잖아,LUCY
2024-12-04,75,Live My Life,aespa
2024-12-04,76,SOS,FIFTY FIFTY
2024-12-04,77,Hero Death (Feat. 시온),BIG Naughty (서동현)
2024-12-04,78,Die With A Smile,Lady GaGa(레이디 가가)
2024-12-04,79,청혼하지 않을 이유를 못 찾았어,이무진
2024-12-04,80,아직 거기 살아,DAY6 (데이식스)
2024-12-04,81,나였으면,HYNN(박혜원)
2024-12-04,82,Spicy,aespa
2024-12-04,83,Super Shy,NewJeans
2024-12-04,84,사랑인가 봐,멜로망스(MeloMance)
2024-12-04,85,그녀가 웃었다,DAY6 (데이식스)
2024-12-04,86,내가 S면 넌 나의 N이 되어줘,TWS (투어스)
2024-12-04,87,별별별 (See that?),NMIXX
2024-12-04,88,Steal The Show (From “엘리멘탈”),Lauv(라우브)
2024-12-04,89,LOVE DIVE,IVE (아이브)
2024-12-04,90,Boom Boom Bass,RIIZE
2024-12-04,91,미안해 미워해 사랑해,Crush
2024-12-04,92,오래된 노래,허각
2024-12-04,93,Dangerously,Charlie Puth(찰리 푸스)
2024-12-04,94,After LIKE,IVE (아이브)
2024-12-04,95,"LOVE, MONEY, FAME (feat. DJ Khaled)",세븐틴(SEVENTEEN)
2024-12-04,96,사랑은 늘 도망가,임영웅
2024-12-04,97,Blue Eyes,태연 (TAEYEON)
2024-12-04,98,Disaster,태연 (TAEYEON)
2024-12-04,99,Blur,태연 (TAEYEON)
2024-12-04,100,"무제(無題) (Untitled, 2014)",G-DRAGON
2024-12-05,1,"HOME SWEET HOME (feat. 태양, 대성)",G-DRAGON
2024-12-05,2,Whiplash,aespa
2024-12-05,3,Now or Never,CRAVITY
2024-12-05,4,APT.,로제(ROSÉ)
2024-12-05,5,너와의 모든 지금,재쓰비 (JAESSBEE)
2024-12-05,6,POWER,G-DRAGON
2024-12-05,7,number one girl,로제(ROSÉ)
2024-12-05,8,Mantra,제니 (JENNIE)
2024-12-05,9,Drowning,WOODZ
2024-12-05,10,UP (KARINA Solo),aespa
2024-12-05,11,HAPPY,DAY6 (데이식스)
2024-12-05,12,나는 반딧불,황가람
2024-12-05,13,Letter To Myself,태연 (TAEYEON)
2024-12-05,14,Supernova,aespa
2024-12-05,15,Igloo,KISS OF LIFE
2024-12-05,16,내 이름 맑음,QWER
2024-12-05,17,DRIP,BABYMONSTER
2024-12-05,18,첫 눈,EXO
2024-12-05,19,Welcome to the Show,DAY6 (데이식스)
2024-12-05,20,내게 사랑이 뭐냐고 물어본다면,로이킴
2024-12-05,21,한 페이지가 될 수 있게,DAY6 (데이식스)
2024-12-05,22,고민중독,QWER
2024-12-05,23,All I Want for Christmas Is You,Mariah Carey(머라이어 캐리)
2024-12-05,24,How Sweet,NewJeans
2024-12-05,25,Supernatural,NewJeans
2024-12-05,26,toxic till the end,로제(ROSÉ)
2024-12-05,27,녹아내려요,DAY6 (데이식스)
2024-12-05,28,Armageddon,aespa
2024-12-05,29,소나기,이클립스 (ECLIPSE)
2024-12-05,30,Santa Tell Me,Ariana Grande(아리아나 그란데)
2024-12-05,31,Cherish (My Love),아일릿(ILLIT)
2024-12-05,32,Ditto,NewJeans
2024-12-05,33,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU(악뮤)
2024-12-05,34,예뻤어,DAY6 (데이식스)
2024-12-05,35,청춘만화,이무진
2024-12-05,36,나는 아픈 건 딱 질색이니까,(여자)아이들
2024-12-05,37,Love wins all,아이유(IU)
2024-12-05,38,첫 만남은 계획대로 되지 않아,TWS (투어스)
2024-12-05,39,네모네모,YENA (최예나)
2024-12-05,40,Small girl (feat. 도경수(D.O.)),이영지
2024-12-05,41,에피소드,이무진
2024-12-05,42,천상연,이창섭
2024-12-05,43,Supersonic,프로미스나인
2024-12-05,44,슬픈 초대장,순순희 (지환)
2024-12-05,45,밤양갱,비비(BIBI)
2024-12-05,46,Sticky,KISS OF LIFE
2024-12-05,47,Bubble Gum,NewJeans
2024-12-05,48,사랑을 억지로 할 수 없잖아,황치열
2024-12-05,49,Magnetic,아일릿(ILLIT)
2024-12-05,50,Congratulations,DAY6 (데이식스)
2024-12-05,51,Love me or Leave me,DAY6 (데이식스)
2024-12-05,52,Snowman,Sia(시아)
2024-12-05,53,해야 (HEYA),IVE (아이브)
2024-12-05,54,Hype Boy,NewJeans
2024-12-05,55,I AM,IVE (아이브)
2024-12-05,56,너의 모든 순간,성시경
2024-12-05,57,LAST NIGHT,TREASURE(트레저)
2024-12-05,58,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션(Nerd Connection)
2024-12-05,59,MEOW,MEOVV (미야오)
2024-12-05,60,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴(Paul Kim)
2024-12-05,61,주저하는 연인들을 위해,잔나비
2024-12-05,62,To. X,태연 (TAEYEON)
2024-12-05,63,Gravity,FIFTY FIFTY
2024-12-05,64,Attention,NewJeans
2024-12-05,65,클락션 (Klaxon),(여자)아이들
2024-12-05,66,비의 랩소디,임재현
2024-12-05,67,ETA,NewJeans
2024-12-05,68,SPOT! (feat. JENNIE),지코 (ZICO)
2024-12-05,69,그걸 사랑이라고 말하지마,다비치
2024-12-05,70,헤어지자 말해요,박재정
2024-12-05,71,인사,범진
2024-12-05,72,숲,최유리
2024-12-05,73,청혼하지 않을 이유를 못 찾았어,이무진
2024-12-05,74,Girls Never Die,tripleS (트리플에스)
2024-12-05,75,SOS,FIFTY FIFTY
2024-12-05,76,Drama,aespa
2024-12-05,77,그녀가 웃잖아,LUCY
2024-12-05,78,Live My Life,aespa
2024-12-05,79,Super Shy,NewJeans
2024-12-05,80,그녀가 웃었다,DAY6 (데이식스)
2024-12-05,81,사건의 지평선,윤하(Younha/ユンナ)
2024-12-05,82,아직 거기 살아,DAY6 (데이식스)
2024-12-05,83,사랑인가 봐,멜로망스(MeloMance)
2024-12-05,84,Hero Death (Feat. 시온),BIG Naughty (서동현)
2024-12-05,85,Boom Boom Bass,RIIZE
2024-12-05,86,Cruel Summer,Taylor Swift(테일러 스위프트)
2024-12-05,87,Spicy,aespa
2024-12-05,88,3am,로제(ROSÉ)
2024-12-05,89,Die With A Smile,Lady GaGa(레이디 가가)
2024-12-05,90,별별별 (See that?),NMIXX
2024-12-05,91,사랑은 늘 도망가,임영웅
2024-12-05,92,내가 S면 넌 나의 N이 되어줘,TWS (투어스)
2024-12-05,93,drinks or coffee,로제(ROSÉ)
2024-12-05,94,나였으면,HYNN(박혜원)
2024-12-05,95,미안해 미워해 사랑해,Crush
2024-12-05,96,LOVE DIVE,IVE (아이브)
2024-12-05,97,Dangerously,Charlie Puth(찰리 푸스)
2024-12-05,98,오래된 노래,허각
2024-12-05,99,"무제(無題) (Untitled, 2014)",G-DRAGON
2024-12-05,100,After LIKE,IVE (아이브)
2024-12-06,1,"HOME SWEET HOME (feat. 태양, 대성)",G-DRAGON
2024-12-06,2,Whiplash,aespa
2024-12-06,3,APT.,로제(ROSÉ)
2024-12-06,4,toxic till the end,로제(ROSÉ)
2024-12-06,5,너와의 모든 지금,재쓰비 (JAESSBEE)
2024-12-06,6,Now or Never,CRAVITY
2024-12-06,7,POWER,G-DRAGON
2024-12-06,8,number one girl,로제(ROSÉ)
2024-12-06,9,Mantra,제니 (JENNIE)
2024-12-06,10,Drowning,WOODZ
2024-12-06,11,나는 반딧불,황가람
2024-12-06,12,UP (KARINA Solo),aespa
2024-12-06,13,HAPPY,DAY6 (데이식스)
2024-12-06,14,Letter To Myself,태연 (TAEYEON)
2024-12-06,15,Supernova,aespa
2024-12-06,16,내 이름 맑음,QWER
2024-12-06,17,Igloo,KISS OF LIFE
2024-12-06,18,drinks or coffee,로제(ROSÉ)
2024-12-06,19,첫 눈,EXO
2024-12-06,20,DRIP,BABYMONSTER
2024-12-06,21,Strategy (feat. Megan Thee Stallion),TWICE (트와이스)
2024-12-06,22,Welcome to the Show,DAY6 (데이식스)
2024-12-06,23,gameboy,로제(ROSÉ)
2024-12-06,24,내게 사랑이 뭐냐고 물어본다면,로이킴
2024-12-06,25,3am,로제(ROSÉ)
2024-12-06,26,All I Want for Christmas Is You,Mariah Carey(머라이어 캐리)
2024-12-06,27,한 페이지가 될 수 있게,DAY6 (데이식스)
2024-12-06,28,How Sweet,NewJeans
2024-12-06,29,고민중독,QWER
2024-12-06,30,two years,로제(ROSÉ)
2024-12-06,31,소나기,이클립스 (ECLIPSE)
2024-12-06,32,Supernatural,NewJeans
2024-12-06,33,녹아내려요,DAY6 (데이식스)
2024-12-06,34,Armageddon,aespa
2024-12-06,35,stay a little longer,로제(ROSÉ)
2024-12-06,36,Santa Tell Me,Ariana Grande(아리아나 그란데)
2024-12-06,37,Cherish (My Love),아일릿(ILLIT)
2024-12-06,38,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU(악뮤)
2024-12-06,39,청춘만화,이무진
2024-12-06,40,Love wins all,아이유(IU)
2024-12-06,41,Ditto,NewJeans
2024-12-06,42,나는 아픈 건 딱 질색이니까,(여자)아이들
2024-12-06,43,첫 만남은 계획대로 되지 않아,TWS (투어스)
2024-12-06,44,예뻤어,DAY6 (데이식스)
2024-12-06,45,천상연,이창섭
2024-12-06,46,not the same,로제(ROSÉ)
2024-12-06,47,Supersonic,프로미스나인
2024-12-06,48,에피소드,이무진
2024-12-06,49,사랑을 억지로 할 수 없잖아,황치열
2024-12-06,50,Small girl (feat. 도경수(D.O.)),이영지
2024-12-06,51,네모네모,YENA (최예나)
2024-12-06,52,밤양갱,비비(BIBI)
2024-12-06,53,Snowman,Sia(시아)
2024-12-06,54,슬픈 초대장,순순희 (지환)
2024-12-06,55,call it the end,로제(ROSÉ)
2024-12-06,56,Magnetic,아일릿(ILLIT)
2024-12-06,57,Hype Boy,NewJeans
2024-12-06,58,I AM,IVE (아이브)
2024-12-06,59,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴(Paul Kim)
2024-12-06,60,해야 (HEYA),IVE (아이브)
2024-12-06,61,너의 모든 순간,성시경
2024-12-06,62,Bubble Gum,NewJeans
2024-12-06,63,Sticky,KISS OF LIFE
2024-12-06,64,dance all night,로제(ROSÉ)
2024-12-06,65,Congratulations,DAY6 (데이식스)
2024-12-06,66,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션(Nerd Connection)
2024-12-06,67,비의 랩소디,임재현
2024-12-06,68,MEOW,MEOVV (미야오)
2024-12-06,69,Love me or Leave me,DAY6 (데이식스)
2024-12-06,70,too bad for us,로제(ROSÉ)
2024-12-06,71,Attention,NewJeans
2024-12-06,72,주저하는 연인들을 위해,잔나비
2024-12-06,73,클락션 (Klaxon),(여자)아이들
2024-12-06,74,To. X,태연 (TAEYEON)
2024-12-06,75,그걸 사랑이라고 말하지마,다비치
2024-12-06,76,SPOT! (feat. JENNIE),지코 (ZICO)
2024-12-06,77,헤어지자 말해요,박재정
2024-12-06,78,Gravity,FIFTY FIFTY
2024-12-06,79,인사,범진
2024-12-06,80,사건의 지평선,윤하(Younha/ユンナ)
2024-12-06,81,사랑인가 봐,멜로망스(MeloMance)
2024-12-06,82,ETA,NewJeans
2024-12-06,83,숲,최유리
2024-12-06,84,Girls Never Die,tripleS (트리플에스)
2024-12-06,85,Drama,aespa
2024-12-06,86,청혼하지 않을 이유를 못 찾았어,이무진
2024-12-06,87,Cruel Summer,Taylor Swift(테일러 스위프트)
2024-12-06,88,Live My Life,aespa
2024-12-06,89,Die With A Smile,Lady GaGa(레이디 가가)
2024-12-06,90,Spicy,aespa
2024-12-06,91,SOS,FIFTY FIFTY
2024-12-06,92,내가 S면 넌 나의 N이 되어줘,TWS (투어스)
2024-12-06,93,그녀가 웃었다,DAY6 (데이식스)
2024-12-06,94,After LIKE,IVE (아이브)
2024-12-06,95,미안해 미워해 사랑해,Crush
2024-12-06,96,사랑은 늘 도망가,임영웅
2024-12-06,97,Super Shy,NewJeans
2024-12-06,98,Boom Boom Bass,RIIZE
2024-12-06,99,Dangerously,Charlie Puth(찰리 푸스)
2024-12-06,100,Steal The Show (From “엘리멘탈”),Lauv(라우브)
2024-12-07,1,"HOME SWEET HOME (feat. 태양, 대성)",G-DRAGON
2024-12-07,2,APT.,로제(ROSÉ)
2024-12-07,3,Whiplash,aespa
2024-12-07,4,toxic till the end,로제(ROSÉ)
2024-12-07,5,너와의 모든 지금,재쓰비 (JAESSBEE)
2024-12-07,6,POWER,G-DRAGON
2024-12-07,7,number one girl,로제(ROSÉ)
2024-12-07,8,Mantra,제니 (JENNIE)
2024-12-07,9,HAPPY,DAY6 (데이식스)
2024-12-07,10,나는 반딧불,황가람
2024-12-07,11,UP (KARINA Solo),aespa
2024-12-07,12,Now or Never,CRAVITY
2024-12-07,13,Drowning,WOODZ
2024-12-07,14,Supernova,aespa
2024-12-07,15,내 이름 맑음,QWER
2024-12-07,16,Letter To Myself,태연 (TAEYEON)
2024-12-07,17,Igloo,KISS OF LIFE
2024-12-07,18,첫 눈,EXO
2024-12-07,19,All I Want for Christmas Is You,Mariah Carey(머라이어 캐리)
2024-12-07,20,Welcome to the Show,DAY6 (데이식스)
2024-12-07,21,내게 사랑이 뭐냐고 물어본다면,로이킴
2024-12-07,22,DRIP,BABYMONSTER
2024-12-07,23,한 페이지가 될 수 있게,DAY6 (데이식스)
2024-12-07,24,고민중독,QWER
2024-12-07,25,Santa Tell Me,Ariana Grande(아리아나 그란데)
2024-12-07,26,How Sweet,NewJeans
2024-12-07,27,Supernatural,NewJeans
2024-12-07,28,소나기,이클립스 (ECLIPSE)
2024-12-07,29,drinks or coffee,로제(ROSÉ)
2024-12-07,30,Armageddon,aespa
2024-12-07,31,녹아내려요,DAY6 (데이식스)
2024-12-07,32,gameboy,로제(ROSÉ)
2024-12-07,33,나는 아픈 건 딱 질색이니까,(여자)아이들
2024-12-07,34,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU(악뮤)
2024-12-07,35,첫 만남은 계획대로 되지 않아,TWS (투어스)
2024-12-07,36,Love wins all,아이유(IU)
2024-12-07,37,Ditto,NewJeans
2024-12-07,38,Cherish (My Love),아일릿(ILLIT)
2024-12-07,39,예뻤어,DAY6 (데이식스)
2024-12-07,40,Small girl (feat. 도경수(D.O.)),이영지
2024-12-07,41,천상연,이창섭
2024-12-07,42,네모네모,YENA (최예나)
2024-12-07,43,사랑을 억지로 할 수 없잖아,황치열
2024-12-07,44,청춘만화,이무진
2024-12-07,45,밤양갱,비비(BIBI)
2024-12-07,46,에피소드,이무진
2024-12-07,47,Supersonic,프로미스나인
2024-12-07,48,Magnetic,아일릿(ILLIT)
2024-12-07,49,Snowman,Sia(시아)
2024-12-07,50,3am,로제(ROSÉ)
2024-12-07,51,two years,로제(ROSÉ)
2024-12-07,52,슬픈 초대장,순순희 (지환)
2024-12-07,53,Bubble Gum,NewJeans
2024-12-07,54,Hype Boy,NewJeans
2024-12-07,55,너의 모든 순간,성시경
2024-12-07,56,I AM,IVE (아이브)
2024-12-07,57,해야 (HEYA),IVE (아이브)
2024-12-07,58,Sticky,KISS OF LIFE
2024-12-07,59,stay a little longer,로제(ROSÉ)
2024-12-07,60,Congratulations,DAY6 (데이식스)
2024-12-07,61,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션(Nerd Connection)
2024-12-07,62,To. X,태연 (TAEYEON)
2024-12-07,63,비의 랩소디,임재현
2024-12-07,64,Love me or Leave me,DAY6 (데이식스)
2024-12-07,65,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴(Paul Kim)
2024-12-07,66,클락션 (Klaxon),(여자)아이들
2024-12-07,67,숲,최유리
2024-12-07,68,Girls Never Die,tripleS (트리플에스)
2024-12-07,69,ETA,NewJeans
2024-12-07,70,주저하는 연인들을 위해,잔나비
2024-12-07,71,Attention,NewJeans
2024-12-07,72,MEOW,MEOVV (미야오)
2024-12-07,73,SPOT! (feat. JENNIE),지코 (ZICO)
2024-12-07,74,not the same,로제(ROSÉ)
2024-12-07,75,헤어지자 말해요,박재정
2024-12-07,76,Strategy (feat. Megan Thee Stallion),TWICE (트와이스)
2024-12-07,77,call it the end,로제(ROSÉ)
2024-12-07,78,Drama,aespa
2024-12-07,79,사건의 지평선,윤하(Younha/ユンナ)
2024-12-07,80,dance all night,로제(ROSÉ)
2024-12-07,81,인사,범진
2024-12-07,82,Gravity,FIFTY FIFTY
2024-12-07,83,Live My Life,aespa
2024-12-07,84,그걸 사랑이라고 말하지마,다비치
2024-12-07,85,사랑인가 봐,멜로망스(MeloMance)
2024-12-07,86,청혼하지 않을 이유를 못 찾았어,이무진
2024-12-07,87,미안해 미워해 사랑해,Crush
2024-12-07,88,내가 S면 넌 나의 N이 되어줘,TWS (투어스)
2024-12-07,89,SOS,FIFTY FIFTY
2024-12-07,90,사랑은 늘 도망가,임영웅
2024-12-07,91,Cruel Summer,Taylor Swift(테일러 스위프트)
2024-12-07,92,오래된 노래,허각
2024-12-07,93,too bad for us,로제(ROSÉ)
2024-12-07,94,After LIKE,IVE (아이브)
2024-12-07,95,Steal The Show (From “엘리멘탈”),Lauv(라우브)
2024-12-07,96,Die With A Smile,Lady GaGa(레이디 가가)
2024-12-07,97,Dangerously,Charlie Puth(찰리 푸스)
2024-12-07,98,Spicy,aespa
2024-12-07,99,LOVE DIVE,IVE (아이브)
2024-12-07,100,Boom Boom Bass,RIIZE
2024-12-08,1,"HOME SWEET HOME (feat. 태양, 대성)",G-DRAGON
2024-12-08,2,Whiplash,aespa
2024-12-08,3,toxic till the end,로제(ROSÉ)
2024-12-08,4,APT.,로제(ROSÉ)
2024-12-08,5,너와의 모든 지금,재쓰비 (JAESSBEE)
2024-12-08,6,POWER,G-DRAGON
2024-12-08,7,number one girl,로제(ROSÉ)
2024-12-08,8,Mantra,제니 (JENNIE)
2024-12-08,9,Drowning,WOODZ
2024-12-08,10,HAPPY,DAY6 (데이식스)
2024-12-08,11,나는 반딧불,황가람
2024-12-08,12,UP (KARINA Solo),aespa
2024-12-08,13,Letter To Myself,태연 (TAEYEON)
2024-12-08,14,내 이름 맑음,QWER
2024-12-08,15,Supernova,aespa
2024-12-08,16,Igloo,KISS OF LIFE
2024-12-08,17,첫 눈,EXO
2024-12-08,18,Welcome to the Show,DAY6 (데이식스)
2024-12-08,19,DRIP,BABYMONSTER
2024-12-08,20,All I Want for Christmas Is You,Mariah Carey(머라이어 캐리)
2024-12-08,21,내게 사랑이 뭐냐고 물어본다면,로이킴
2024-12-08,22,고민중독,QWER
2024-12-08,23,한 페이지가 될 수 있게,DAY6 (데이식스)
2024-12-08,24,소나기,이클립스 (ECLIPSE)
2024-12-08,25,drinks or coffee,로제(ROSÉ)
2024-12-08,26,How Sweet,NewJeans
2024-12-08,27,Santa Tell Me,Ariana Grande(아리아나 그란데)
2024-12-08,28,Supernatural,NewJeans
2024-12-08,29,Armageddon,aespa
2024-12-08,30,녹아내려요,DAY6 (데이식스)
2024-12-08,31,gameboy,로제(ROSÉ)
2024-12-08,32,나는 아픈 건 딱 질색이니까,(여자)아이들
2024-12-08,33,Cherish (My Love),아일릿(ILLIT)
2024-12-08,34,Love wins all,아이유(IU)
2024-12-08,35,Ditto,NewJeans
2024-12-08,36,첫 만남은 계획대로 되지 않아,TWS (투어스)
